HouseID,Round,City,CAS,Compound,Date_collect,Adj_ppbV,Lon,Lat,CensusTract
H44,5,Port Arthur,76-13-1,Trichlorotrifluoroethane (CFC 113),2025-04-29,0.043,-93.925909,29.892571,48245005400
H44,5,Port Arthur,75-15-0,Carbon Disulfide,2025-04-29,0.77,-93.925909,29.892571,48245005400
H44,5,Port Arthur,156-60-5,"trans-1,2-Dichloroethene",2025-04-29,0.095,-93.925909,29.892571,48245005400
H44,5,Port Arthur,75-34-3,"1,1-Dichloroethane",2025-04-29,0.09,-93.925909,29.892571,48245005400
H44,5,Port Arthur,1634-04-4,Methyl tert-Butyl Ether,2025-04-29,0.105,-93.925909,29.892571,48245005400
H44,5,Port Arthur,108-05-4,Vinyl Acetate,2025-04-29,1.05,-93.925909,29.892571,48245005400
H44,5,Port Arthur,78-93-3,2-Butanone (MEK),2025-04-29,0.245,-93.925909,29.892571,48245005400
H44,5,Port Arthur,156-59-2,"cis-1,2-Dichloroethene",2025-04-29,0.095,-93.925909,29.892571,48245005400
H44,5,Port Arthur,141-78-6,Ethyl Acetate,2025-04-29,0.385,-93.925909,29.892571,48245005400
H44,5,Port Arthur,110-54-3,n-Hexane,2025-04-29,0.105,-93.925909,29.892571,48245005400
H44,5,Port Arthur,67-66-3,Chloroform,2025-04-29,0.08,-93.925909,29.892571,48245005400
H44,5,Port Arthur,109-99-9,Tetrahydrofuran (THF),2025-04-29,0.23,-93.925909,29.892571,48245005400
H44,5,Port Arthur,107-06-2,"1,2-Dichloroethane",2025-04-29,0.09,-93.925909,29.892571,48245005400
H44,5,Port Arthur,71-55-6,"1,1,1-Trichloroethane",2025-04-29,0.07,-93.925909,29.892571,48245005400
H44,5,Port Arthur,71-43-2,Benzene,2025-04-29,0.225,-93.925909,29.892571,48245005400
H44,5,Port Arthur,56-23-5,Carbon Tetrachloride,2025-04-29,0.06,-93.925909,29.892571,48245005400
H44,5,Port Arthur,110-82-7,Cyclohexane,2025-04-29,0.215,-93.925909,29.892571,48245005400
H44,5,Port Arthur,78-87-5,"1,2-Dichloropropane",2025-04-29,0.085,-93.925909,29.892571,48245005400
H44,5,Port Arthur,75-27-4,Bromodichloromethane,2025-04-29,0.055,-93.925909,29.892571,48245005400
H44,5,Port Arthur,79-01-6,Trichloroethene,2025-04-29,0.07,-93.925909,29.892571,48245005400
H44,5,Port Arthur,123-91-1,"1,4-Dioxane",2025-04-29,0.105,-93.925909,29.892571,48245005400
H44,5,Port Arthur,142-82-5,n-Heptane,2025-04-29,0.09,-93.925909,29.892571,48245005400
H44,5,Port Arthur,10061-01-5,"cis-1,3-Dichloropropene",2025-04-29,0.085,-93.925909,29.892571,48245005400
H44,5,Port Arthur,108-10-1,4-Methyl-2-pentanone,2025-04-29,0.185,-93.925909,29.892571,48245005400
H44,5,Port Arthur,10061-02-6,"trans-1,3-Dichloropropene",2025-04-29,0.08,-93.925909,29.892571,48245005400
H44,5,Port Arthur,79-00-5,"1,1,2-Trichloroethane",2025-04-29,0.07,-93.925909,29.892571,48245005400
H44,5,Port Arthur,108-88-3,Toluene,2025-04-29,0.105,-93.925909,29.892571,48245005400
H44,5,Port Arthur,591-78-6,2-Hexanone,2025-04-29,0.18,-93.925909,29.892571,48245005400
H44,5,Port Arthur,124-48-1,Dibromochloromethane,2025-04-29,0.043,-93.925909,29.892571,48245005400
H44,5,Port Arthur,106-93-4,"1,2-Dibromoethane",2025-04-29,0.049,-93.925909,29.892571,48245005400
H44,5,Port Arthur,127-18-4,Tetrachloroethene,2025-04-29,0.055,-93.925909,29.892571,48245005400
H44,5,Port Arthur,108-90-7,Chlorobenzene,2025-04-29,0.085,-93.925909,29.892571,48245005400
H44,5,Port Arthur,100-41-4,Ethylbenzene,2025-04-29,0.09,-93.925909,29.892571,48245005400
H44,5,Port Arthur,179601-23-1,"m,p-Xylenes",2025-04-29,0.175,-93.925909,29.892571,48245005400
H44,5,Port Arthur,75-25-2,Bromoform,2025-04-29,0.038,-93.925909,29.892571,48245005400
H44,5,Port Arthur,100-42-5,Styrene,2025-04-29,0.09,-93.925909,29.892571,48245005400
H44,5,Port Arthur,95-47-6,o-Xylene,2025-04-29,0.09,-93.925909,29.892571,48245005400
H44,5,Port Arthur,79-34-5,"1,1,2,2-Tetrachloroethane",2025-04-29,0.055,-93.925909,29.892571,48245005400
H44,5,Port Arthur,98-82-8,Cumene,2025-04-29,0.075,-93.925909,29.892571,48245005400
H44,5,Port Arthur,622-96-8,4-Ethyltoluene,2025-04-29,0.075,-93.925909,29.892571,48245005400
H44,5,Port Arthur,108-67-8,"1,3,5-Trimethylbenzene",2025-04-29,0.08,-93.925909,29.892571,48245005400
H44,5,Port Arthur,95-63-6,"1,2,4-Trimethylbenzene",2025-04-29,0.075,-93.925909,29.892571,48245005400
H44,5,Port Arthur,100-44-7,Benzyl Chloride,2025-04-29,0.295,-93.925909,29.892571,48245005400
H44,5,Port Arthur,541-73-1,"1,3-Dichlorobenzene",2025-04-29,0.065,-93.925909,29.892571,48245005400
H44,5,Port Arthur,106-46-7,"1,4-Dichlorobenzene",2025-04-29,0.06,-93.925909,29.892571,48245005400
H44,5,Port Arthur,95-50-1,"1,2-Dichlorobenzene",2025-04-29,0.06,-93.925909,29.892571,48245005400
H44,5,Port Arthur,120-82-1,"1,2,4-Trichlorobenzene",2025-04-29,0.105,-93.925909,29.892571,48245005400
H44,5,Port Arthur,91-20-3,Naphthalene,2025-04-29,0.14,-93.925909,29.892571,48245005400
H44,5,Port Arthur,87-68-3,Hexachlorobutadiene,2025-04-29,0.035,-93.925909,29.892571,48245005400
H45,5,Port Arthur,115-07-1,Propene,2025-04-29,1.1,-94.008591,29.882819,48245006900
H45,5,Port Arthur,75-71-8,Dichlorodifluoromethane (CFC 12),2025-04-29,0.48,-94.008591,29.882819,48245006900
H45,5,Port Arthur,74-87-3,Chloromethane,2025-04-29,0.18,-94.008591,29.882819,48245006900
H45,5,Port Arthur,76-14-2,"1,2-Dichloro-1,1,2,2-
tetrafluoroethane (CFC 114)",2025-04-29,0.055,-94.008591,29.882819,48245006900
H45,5,Port Arthur,75-01-4,Vinyl Chloride,2025-04-29,0.145,-94.008591,29.882819,48245006900
H45,5,Port Arthur,106-99-0,"1,3-Butadiene",2025-04-29,0.17,-94.008591,29.882819,48245006900
H45,5,Port Arthur,74-83-9,Bromomethane,2025-04-29,0.09,-94.008591,29.882819,48245006900
H45,5,Port Arthur,75-00-3,Chloroethane,2025-04-29,0.145,-94.008591,29.882819,48245006900
H45,5,Port Arthur,67-64-1,Acetone,2025-04-29,4,-94.008591,29.882819,48245006900
H45,5,Port Arthur,75-69-4,Trichlorofluoromethane (CFC 11),2025-04-29,0.21,-94.008591,29.882819,48245006900
H45,5,Port Arthur,67-63-0,2-Propanol (Isopropyl Alcohol),2025-04-29,5.7,-94.008591,29.882819,48245006900
H45,5,Port Arthur,75-35-4,"1,1-Dichloroethene",2025-04-29,0.08,-94.008591,29.882819,48245006900
H45,5,Port Arthur,75-09-2,Methylene Chloride,2025-04-29,0.09,-94.008591,29.882819,48245006900
H45,5,Port Arthur,76-13-1,Trichlorotrifluoroethane (CFC 113),2025-04-29,0.042,-94.008591,29.882819,48245006900
H45,5,Port Arthur,75-15-0,Carbon Disulfide,2025-04-29,4.6,-94.008591,29.882819,48245006900
H45,5,Port Arthur,156-60-5,"trans-1,2-Dichloroethene",2025-04-29,0.095,-94.008591,29.882819,48245006900
H45,5,Port Arthur,75-34-3,"1,1-Dichloroethane",2025-04-29,0.09,-94.008591,29.882819,48245006900
H45,5,Port Arthur,1634-04-4,Methyl tert-Butyl Ether,2025-04-29,0.105,-94.008591,29.882819,48245006900
H45,5,Port Arthur,108-05-4,Vinyl Acetate,2025-04-29,1.05,-94.008591,29.882819,48245006900
H45,5,Port Arthur,78-93-3,2-Butanone (MEK),2025-04-29,0.24,-94.008591,29.882819,48245006900
H45,5,Port Arthur,156-59-2,"cis-1,2-Dichloroethene",2025-04-29,0.09,-94.008591,29.882819,48245006900
H45,5,Port Arthur,141-78-6,Ethyl Acetate,2025-04-29,0.38,-94.008591,29.882819,48245006900
H45,5,Port Arthur,110-54-3,n-Hexane,2025-04-29,0.105,-94.008591,29.882819,48245006900
H45,5,Port Arthur,67-66-3,Chloroform,2025-04-29,0.075,-94.008591,29.882819,48245006900
H45,5,Port Arthur,109-99-9,Tetrahydrofuran (THF),2025-04-29,0.225,-94.008591,29.882819,48245006900
H45,5,Port Arthur,107-06-2,"1,2-Dichloroethane",2025-04-29,0.085,-94.008591,29.882819,48245006900
H45,5,Port Arthur,71-55-6,"1,1,1-Trichloroethane",2025-04-29,0.065,-94.008591,29.882819,48245006900
H45,5,Port Arthur,71-43-2,Benzene,2025-04-29,0.22,-94.008591,29.882819,48245006900
H45,5,Port Arthur,56-23-5,Carbon Tetrachloride,2025-04-29,0.055,-94.008591,29.882819,48245006900
H45,5,Port Arthur,110-82-7,Cyclohexane,2025-04-29,0.21,-94.008591,29.882819,48245006900
H45,5,Port Arthur,78-87-5,"1,2-Dichloropropane",2025-04-29,0.08,-94.008591,29.882819,48245006900
H45,5,Port Arthur,75-27-4,Bromodichloromethane,2025-04-29,0.055,-94.008591,29.882819,48245006900
H45,5,Port Arthur,79-01-6,Trichloroethene,2025-04-29,0.07,-94.008591,29.882819,48245006900
H45,5,Port Arthur,123-91-1,"1,4-Dioxane",2025-04-29,0.105,-94.008591,29.882819,48245006900
H45,5,Port Arthur,142-82-5,n-Heptane,2025-04-29,0.09,-94.008591,29.882819,48245006900
H45,5,Port Arthur,10061-01-5,"cis-1,3-Dichloropropene",2025-04-29,0.08,-94.008591,29.882819,48245006900
H45,5,Port Arthur,108-10-1,4-Methyl-2-pentanone,2025-04-29,0.18,-94.008591,29.882819,48245006900
H45,5,Port Arthur,10061-02-6,"trans-1,3-Dichloropropene",2025-04-29,0.075,-94.008591,29.882819,48245006900
H45,5,Port Arthur,79-00-5,"1,1,2-Trichloroethane",2025-04-29,0.07,-94.008591,29.882819,48245006900
H45,5,Port Arthur,108-88-3,Toluene,2025-04-29,0.3,-94.008591,29.882819,48245006900
H45,5,Port Arthur,591-78-6,2-Hexanone,2025-04-29,0.18,-94.008591,29.882819,48245006900
H45,5,Port Arthur,124-48-1,Dibromochloromethane,2025-04-29,0.043,-94.008591,29.882819,48245006900
H45,5,Port Arthur,106-93-4,"1,2-Dibromoethane",2025-04-29,0.048,-94.008591,29.882819,48245006900
H45,5,Port Arthur,127-18-4,Tetrachloroethene,2025-04-29,0.055,-94.008591,29.882819,48245006900
H45,5,Port Arthur,108-90-7,Chlorobenzene,2025-04-29,0.08,-94.008591,29.882819,48245006900
H45,5,Port Arthur,100-41-4,Ethylbenzene,2025-04-29,0.09,-94.008591,29.882819,48245006900
H45,5,Port Arthur,179601-23-1,"m,p-Xylenes",2025-04-29,0.175,-94.008591,29.882819,48245006900
H45,5,Port Arthur,75-25-2,Bromoform,2025-04-29,0.037,-94.008591,29.882819,48245006900
H45,5,Port Arthur,100-42-5,Styrene,2025-04-29,0.085,-94.008591,29.882819,48245006900
H45,5,Port Arthur,95-47-6,o-Xylene,2025-04-29,0.085,-94.008591,29.882819,48245006900
H45,5,Port Arthur,79-34-5,"1,1,2,2-Tetrachloroethane",2025-04-29,0.055,-94.008591,29.882819,48245006900
H45,5,Port Arthur,98-82-8,Cumene,2025-04-29,0.075,-94.008591,29.882819,48245006900
H45,5,Port Arthur,622-96-8,4-Ethyltoluene,2025-04-29,0.075,-94.008591,29.882819,48245006900
H45,5,Port Arthur,108-67-8,"1,3,5-Trimethylbenzene",2025-04-29,0.075,-94.008591,29.882819,48245006900
H45,5,Port Arthur,95-63-6,"1,2,4-Trimethylbenzene",2025-04-29,0.075,-94.008591,29.882819,48245006900
H45,5,Port Arthur,100-44-7,Benzyl Chloride,2025-04-29,0.29,-94.008591,29.882819,48245006900
H45,5,Port Arthur,541-73-1,"1,3-Dichlorobenzene",2025-04-29,0.06,-94.008591,29.882819,48245006900
H45,5,Port Arthur,106-46-7,"1,4-Dichlorobenzene",2025-04-29,1.7,-94.008591,29.882819,48245006900
H45,5,Port Arthur,95-50-1,"1,2-Dichlorobenzene",2025-04-29,0.06,-94.008591,29.882819,48245006900
H45,5,Port Arthur,120-82-1,"1,2,4-Trichlorobenzene",2025-04-29,0.1,-94.008591,29.882819,48245006900
H45,5,Port Arthur,91-20-3,Naphthalene,2025-04-29,0.135,-94.008591,29.882819,48245006900
H45,5,Port Arthur,87-68-3,Hexachlorobutadiene,2025-04-29,0.034,-94.008591,29.882819,48245006900
H46,5,Port Arthur,115-07-1,Propene,2025-04-29,0.195,-93.927968,29.908813,48245006700
H46,5,Port Arthur,75-71-8,Dichlorodifluoromethane (CFC 12),2025-04-29,0.54,-93.927968,29.908813,48245006700
H46,5,Port Arthur,74-87-3,Chloromethane,2025-04-29,0.33,-93.927968,29.908813,48245006700
H46,5,Port Arthur,76-14-2,"1,2-Dichloro-1,1,2,2-
tetrafluoroethane (CFC 114)",2025-04-29,0.05,-93.927968,29.908813,48245006700
H46,5,Port Arthur,75-01-4,Vinyl Chloride,2025-04-29,0.135,-93.927968,29.908813,48245006700
H46,5,Port Arthur,106-99-0,"1,3-Butadiene",2025-04-29,0.155,-93.927968,29.908813,48245006700
H46,5,Port Arthur,74-83-9,Bromomethane,2025-04-29,0.085,-93.927968,29.908813,48245006700
H46,5,Port Arthur,75-00-3,Chloroethane,2025-04-29,0.135,-93.927968,29.908813,48245006700
H46,5,Port Arthur,67-64-1,Acetone,2025-04-29,9.7,-93.927968,29.908813,48245006700
H46,5,Port Arthur,75-69-4,Trichlorofluoromethane (CFC 11),2025-04-29,0.22,-93.927968,29.908813,48245006700
H46,5,Port Arthur,67-63-0,2-Propanol (Isopropyl Alcohol),2025-04-29,1.05,-93.927968,29.908813,48245006700
H46,5,Port Arthur,75-35-4,"1,1-Dichloroethene",2025-04-29,0.075,-93.927968,29.908813,48245006700
H46,5,Port Arthur,75-09-2,Methylene Chloride,2025-04-29,0.085,-93.927968,29.908813,48245006700
H46,5,Port Arthur,76-13-1,Trichlorotrifluoroethane (CFC 113),2025-04-29,0.038,-93.927968,29.908813,48245006700
H46,5,Port Arthur,75-15-0,Carbon Disulfide,2025-04-29,1.4,-93.927968,29.908813,48245006700
H46,5,Port Arthur,156-60-5,"trans-1,2-Dichloroethene",2025-04-29,0.085,-93.927968,29.908813,48245006700
H46,5,Port Arthur,75-34-3,"1,1-Dichloroethane",2025-04-29,0.08,-93.927968,29.908813,48245006700
H46,5,Port Arthur,1634-04-4,Methyl tert-Butyl Ether,2025-04-29,0.095,-93.927968,29.908813,48245006700
H46,5,Port Arthur,108-05-4,Vinyl Acetate,2025-04-29,3.3,-93.927968,29.908813,48245006700
H46,5,Port Arthur,78-93-3,2-Butanone (MEK),2025-04-29,1.1,-93.927968,29.908813,48245006700
H46,5,Port Arthur,156-59-2,"cis-1,2-Dichloroethene",2025-04-29,0.085,-93.927968,29.908813,48245006700
H46,5,Port Arthur,141-78-6,Ethyl Acetate,2025-04-29,0.345,-93.927968,29.908813,48245006700
H46,5,Port Arthur,110-54-3,n-Hexane,2025-04-29,0.095,-93.927968,29.908813,48245006700
H46,5,Port Arthur,67-66-3,Chloroform,2025-04-29,0.07,-93.927968,29.908813,48245006700
H46,5,Port Arthur,109-99-9,Tetrahydrofuran (THF),2025-04-29,0.205,-93.927968,29.908813,48245006700
H46,5,Port Arthur,107-06-2,"1,2-Dichloroethane",2025-04-29,0.08,-93.927968,29.908813,48245006700
H46,5,Port Arthur,71-55-6,"1,1,1-Trichloroethane",2025-04-29,0.06,-93.927968,29.908813,48245006700
H46,5,Port Arthur,71-43-2,Benzene,2025-04-29,0.2,-93.927968,29.908813,48245006700
H46,5,Port Arthur,56-23-5,Carbon Tetrachloride,2025-04-29,0.05,-93.927968,29.908813,48245006700
H46,5,Port Arthur,110-82-7,Cyclohexane,2025-04-29,0.195,-93.927968,29.908813,48245006700
H46,5,Port Arthur,78-87-5,"1,2-Dichloropropane",2025-04-29,0.075,-93.927968,29.908813,48245006700
H46,5,Port Arthur,75-27-4,Bromodichloromethane,2025-04-29,0.05,-93.927968,29.908813,48245006700
H46,5,Port Arthur,79-01-6,Trichloroethene,2025-04-29,0.065,-93.927968,29.908813,48245006700
H46,5,Port Arthur,123-91-1,"1,4-Dioxane",2025-04-29,0.095,-93.927968,29.908813,48245006700
H46,5,Port Arthur,142-82-5,n-Heptane,2025-04-29,0.08,-93.927968,29.908813,48245006700
H46,5,Port Arthur,10061-01-5,"cis-1,3-Dichloropropene",2025-04-29,0.075,-93.927968,29.908813,48245006700
H46,5,Port Arthur,108-10-1,4-Methyl-2-pentanone,2025-04-29,0.165,-93.927968,29.908813,48245006700
H46,5,Port Arthur,10061-02-6,"trans-1,3-Dichloropropene",2025-04-29,0.07,-93.927968,29.908813,48245006700
H46,5,Port Arthur,79-00-5,"1,1,2-Trichloroethane",2025-04-29,0.065,-93.927968,29.908813,48245006700
H46,5,Port Arthur,108-88-3,Toluene,2025-04-29,0.095,-93.927968,29.908813,48245006700
H46,5,Port Arthur,591-78-6,2-Hexanone,2025-04-29,0.165,-93.927968,29.908813,48245006700
H46,5,Port Arthur,124-48-1,Dibromochloromethane,2025-04-29,0.038,-93.927968,29.908813,48245006700
H46,5,Port Arthur,106-93-4,"1,2-Dibromoethane",2025-04-29,0.044,-93.927968,29.908813,48245006700
H46,5,Port Arthur,127-18-4,Tetrachloroethene,2025-04-29,0.05,-93.927968,29.908813,48245006700
H46,5,Port Arthur,108-90-7,Chlorobenzene,2025-04-29,0.075,-93.927968,29.908813,48245006700
H46,5,Port Arthur,100-41-4,Ethylbenzene,2025-04-29,0.08,-93.927968,29.908813,48245006700
H46,5,Port Arthur,179601-23-1,"m,p-Xylenes",2025-04-29,0.16,-93.927968,29.908813,48245006700
H46,5,Port Arthur,75-25-2,Bromoform,2025-04-29,0.034,-93.927968,29.908813,48245006700
H46,5,Port Arthur,100-42-5,Styrene,2025-04-29,0.08,-93.927968,29.908813,48245006700
H46,5,Port Arthur,95-47-6,o-Xylene,2025-04-29,0.08,-93.927968,29.908813,48245006700
H46,5,Port Arthur,79-34-5,"1,1,2,2-Tetrachloroethane",2025-04-29,0.05,-93.927968,29.908813,48245006700
H46,5,Port Arthur,98-82-8,Cumene,2025-04-29,0.07,-93.927968,29.908813,48245006700
H46,5,Port Arthur,622-96-8,4-Ethyltoluene,2025-04-29,0.07,-93.927968,29.908813,48245006700
H46,5,Port Arthur,108-67-8,"1,3,5-Trimethylbenzene",2025-04-29,0.07,-93.927968,29.908813,48245006700
H46,5,Port Arthur,95-63-6,"1,2,4-Trimethylbenzene",2025-04-29,0.07,-93.927968,29.908813,48245006700
H46,5,Port Arthur,100-44-7,Benzyl Chloride,2025-04-29,0.265,-93.927968,29.908813,48245006700
H46,5,Port Arthur,541-73-1,"1,3-Dichlorobenzene",2025-04-29,0.055,-93.927968,29.908813,48245006700
H46,5,Port Arthur,106-46-7,"1,4-Dichlorobenzene",2025-04-29,0.055,-93.927968,29.908813,48245006700
H46,5,Port Arthur,95-50-1,"1,2-Dichlorobenzene",2025-04-29,0.055,-93.927968,29.908813,48245006700
H46,5,Port Arthur,120-82-1,"1,2,4-Trichlorobenzene",2025-04-29,0.095,-93.927968,29.908813,48245006700
H46,5,Port Arthur,91-20-3,Naphthalene,2025-04-29,0.125,-93.927968,29.908813,48245006700
H46,5,Port Arthur,87-68-3,Hexachlorobutadiene,2025-04-29,0.032,-93.927968,29.908813,48245006700
H47,5,Port Arthur,115-07-1,Propene,2025-04-29,0.19,-93.92258,29.912811,48245006500
H47,5,Port Arthur,75-71-8,Dichlorodifluoromethane (CFC 12),2025-04-29,0.46,-93.92258,29.912811,48245006500
H47,5,Port Arthur,74-87-3,Chloromethane,2025-04-29,0.33,-93.92258,29.912811,48245006500
H47,5,Port Arthur,76-14-2,"1,2-Dichloro-1,1,2,2-
tetrafluoroethane (CFC 114)",2025-04-29,0.048,-93.92258,29.912811,48245006500
H47,5,Port Arthur,75-01-4,Vinyl Chloride,2025-04-29,0.13,-93.92258,29.912811,48245006500
H47,5,Port Arthur,106-99-0,"1,3-Butadiene",2025-04-29,0.145,-93.92258,29.912811,48245006500
H47,5,Port Arthur,74-83-9,Bromomethane,2025-04-29,0.08,-93.92258,29.912811,48245006500
H47,5,Port Arthur,75-00-3,Chloroethane,2025-04-29,0.13,-93.92258,29.912811,48245006500
H47,5,Port Arthur,67-64-1,Acetone,2025-04-29,7.3,-93.92258,29.912811,48245006500
H47,5,Port Arthur,75-69-4,Trichlorofluoromethane (CFC 11),2025-04-29,0.15,-93.92258,29.912811,48245006500
H47,5,Port Arthur,67-63-0,2-Propanol (Isopropyl Alcohol),2025-04-29,1.05,-93.92258,29.912811,48245006500
H47,5,Port Arthur,75-35-4,"1,1-Dichloroethene",2025-04-29,0.07,-93.92258,29.912811,48245006500
H47,5,Port Arthur,75-09-2,Methylene Chloride,2025-04-29,0.08,-93.92258,29.912811,48245006500
H47,5,Port Arthur,76-13-1,Trichlorotrifluoroethane (CFC 113),2025-04-29,0.037,-93.92258,29.912811,48245006500
H47,5,Port Arthur,75-15-0,Carbon Disulfide,2025-04-29,1.2,-93.92258,29.912811,48245006500
H47,5,Port Arthur,156-60-5,"trans-1,2-Dichloroethene",2025-04-29,0.08,-93.92258,29.912811,48245006500
H47,5,Port Arthur,75-34-3,"1,1-Dichloroethane",2025-04-29,0.08,-93.92258,29.912811,48245006500
H47,5,Port Arthur,1634-04-4,Methyl tert-Butyl Ether,2025-04-29,0.09,-93.92258,29.912811,48245006500
H47,5,Port Arthur,108-05-4,Vinyl Acetate,2025-04-29,0.9,-93.92258,29.912811,48245006500
H47,5,Port Arthur,78-93-3,2-Butanone (MEK),2025-04-29,0.215,-93.92258,29.912811,48245006500
H47,5,Port Arthur,156-59-2,"cis-1,2-Dichloroethene",2025-04-29,0.08,-93.92258,29.912811,48245006500
H47,5,Port Arthur,141-78-6,Ethyl Acetate,2025-04-29,0.335,-93.92258,29.912811,48245006500
H47,5,Port Arthur,110-54-3,n-Hexane,2025-04-29,0.09,-93.92258,29.912811,48245006500
H47,5,Port Arthur,67-66-3,Chloroform,2025-04-29,0.065,-93.92258,29.912811,48245006500
H47,5,Port Arthur,109-99-9,Tetrahydrofuran (THF),2025-04-29,0.2,-93.92258,29.912811,48245006500
H47,5,Port Arthur,107-06-2,"1,2-Dichloroethane",2025-04-29,0.075,-93.92258,29.912811,48245006500
H47,5,Port Arthur,71-55-6,"1,1,1-Trichloroethane",2025-04-29,0.06,-93.92258,29.912811,48245006500
H47,5,Port Arthur,71-43-2,Benzene,2025-04-29,0.195,-93.92258,29.912811,48245006500
H47,5,Port Arthur,56-23-5,Carbon Tetrachloride,2025-04-29,0.05,-93.92258,29.912811,48245006500
H47,5,Port Arthur,110-82-7,Cyclohexane,2025-04-29,0.185,-93.92258,29.912811,48245006500
H47,5,Port Arthur,78-87-5,"1,2-Dichloropropane",2025-04-29,0.07,-93.92258,29.912811,48245006500
H47,5,Port Arthur,75-27-4,Bromodichloromethane,2025-04-29,0.049,-93.92258,29.912811,48245006500
H47,5,Port Arthur,79-01-6,Trichloroethene,2025-04-29,0.06,-93.92258,29.912811,48245006500
H47,5,Port Arthur,123-91-1,"1,4-Dioxane",2025-04-29,0.09,-93.92258,29.912811,48245006500
H47,5,Port Arthur,142-82-5,n-Heptane,2025-04-29,10,-93.92258,29.912811,48245006500
H47,5,Port Arthur,10061-01-5,"cis-1,3-Dichloropropene",2025-04-29,0.07,-93.92258,29.912811,48245006500
H47,5,Port Arthur,108-10-1,4-Methyl-2-pentanone,2025-04-29,0.16,-93.92258,29.912811,48245006500
H47,5,Port Arthur,10061-02-6,"trans-1,3-Dichloropropene",2025-04-29,0.065,-93.92258,29.912811,48245006500
H47,5,Port Arthur,79-00-5,"1,1,2-Trichloroethane",2025-04-29,0.06,-93.92258,29.912811,48245006500
H47,5,Port Arthur,108-88-3,Toluene,2025-04-29,0.09,-93.92258,29.912811,48245006500
H47,5,Port Arthur,591-78-6,2-Hexanone,2025-04-29,0.155,-93.92258,29.912811,48245006500
H47,5,Port Arthur,124-48-1,Dibromochloromethane,2025-04-29,0.037,-93.92258,29.912811,48245006500
H47,5,Port Arthur,106-93-4,"1,2-Dibromoethane",2025-04-29,0.042,-93.92258,29.912811,48245006500
H47,5,Port Arthur,127-18-4,Tetrachloroethene,2025-04-29,0.048,-93.92258,29.912811,48245006500
H47,5,Port Arthur,108-90-7,Chlorobenzene,2025-04-29,0.07,-93.92258,29.912811,48245006500
H47,5,Port Arthur,100-41-4,Ethylbenzene,2025-04-29,0.075,-93.92258,29.912811,48245006500
H47,5,Port Arthur,179601-23-1,"m,p-Xylenes",2025-04-29,0.15,-93.92258,29.912811,48245006500
H47,5,Port Arthur,75-25-2,Bromoform,2025-04-29,0.032,-93.92258,29.912811,48245006500
H47,5,Port Arthur,100-42-5,Styrene,2025-04-29,0.075,-93.92258,29.912811,48245006500
H47,5,Port Arthur,95-47-6,o-Xylene,2025-04-29,0.075,-93.92258,29.912811,48245006500
H47,5,Port Arthur,79-34-5,"1,1,2,2-Tetrachloroethane",2025-04-29,0.048,-93.92258,29.912811,48245006500
H47,5,Port Arthur,98-82-8,Cumene,2025-04-29,0.065,-93.92258,29.912811,48245006500
H47,5,Port Arthur,622-96-8,4-Ethyltoluene,2025-04-29,0.065,-93.92258,29.912811,48245006500
H47,5,Port Arthur,108-67-8,"1,3,5-Trimethylbenzene",2025-04-29,0.07,-93.92258,29.912811,48245006500
H47,5,Port Arthur,95-63-6,"1,2,4-Trimethylbenzene",2025-04-29,0.065,-93.92258,29.912811,48245006500
H47,5,Port Arthur,100-44-7,Benzyl Chloride,2025-04-29,0.255,-93.92258,29.912811,48245006500
H47,5,Port Arthur,541-73-1,"1,3-Dichlorobenzene",2025-04-29,0.055,-93.92258,29.912811,48245006500
H47,5,Port Arthur,106-46-7,"1,4-Dichlorobenzene",2025-04-29,0.055,-93.92258,29.912811,48245006500
H47,5,Port Arthur,95-50-1,"1,2-Dichlorobenzene",2025-04-29,0.055,-93.92258,29.912811,48245006500
H47,5,Port Arthur,120-82-1,"1,2,4-Trichlorobenzene",2025-04-29,0.09,-93.92258,29.912811,48245006500
H47,5,Port Arthur,91-20-3,Naphthalene,2025-04-29,0.12,-93.92258,29.912811,48245006500
H47,5,Port Arthur,87-68-3,Hexachlorobutadiene,2025-04-29,0.03,-93.92258,29.912811,48245006500
H48,5,Port Arthur,115-07-1,Propene,2025-04-29,0.96,-94.00793,29.895298,48245007100
H48,5,Port Arthur,75-71-8,Dichlorodifluoromethane (CFC 12),2025-04-29,0.5,-94.00793,29.895298,48245007100
H48,5,Port Arthur,74-87-3,Chloromethane,2025-04-29,0.21,-94.00793,29.895298,48245007100
H48,5,Port Arthur,76-14-2,"1,2-Dichloro-1,1,2,2-
tetrafluoroethane (CFC 114)",2025-04-29,0.065,-94.00793,29.895298,48245007100
H48,5,Port Arthur,75-01-4,Vinyl Chloride,2025-04-29,0.17,-94.00793,29.895298,48245007100
H48,5,Port Arthur,106-99-0,"1,3-Butadiene",2025-04-29,0.195,-94.00793,29.895298,48245007100
H48,5,Port Arthur,74-83-9,Bromomethane,2025-04-29,0.105,-94.00793,29.895298,48245007100
H48,5,Port Arthur,75-00-3,Chloroethane,2025-04-29,0.17,-94.00793,29.895298,48245007100
H48,5,Port Arthur,67-64-1,Acetone,2025-04-29,8,-94.00793,29.895298,48245007100
H48,5,Port Arthur,75-69-4,Trichlorofluoromethane (CFC 11),2025-04-29,0.2,-94.00793,29.895298,48245007100
